transactionID,step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,nameOrigJurisdiction,nameDestJurisdiction,isFraud
1171,17,CASH_OUT,128909.36,C498316215,0,0,C1004116292,367229.94,1266441.09,UK mainland,UK mainland,0
1172,17,CASH_OUT,770301.79,C937236441,547,0,C1004116292,496139.31,1266441.09,UK mainland,UK mainland,0
1173,17,CASH_OUT,162823.58,C1719475147,199983,37159.42,C1004495196,765168.38,927991.96,UK mainland,UK mainland,0
1174,17,CASH_OUT,298893.26,C539038626,0,0,C1004513120,1173143.05,1472036.31,UK mainland,UK mainland,0
1175,17,CASH_OUT,187493.91,C1447776042,0,0,C1004650706,329774.26,517268.17,UK mainland,UK mainland,0
1176,17,CASH_OUT,329774.26,C2144171018,493384,163609.74,C1004650706,0,517268.17,UK mainland,UK mainland,0
1177,17,DEBIT,10252.99,C259324206,60915,50662.01,C1004650706,517268.17,871712.27,UK mainland,UK mainland,0
1178,17,CASH_IN,28300.67,C39474175,1527879.77,1556180.45,C1004650706,527521.15,871712.27,UK mainland,UK mainland,0
1179,17,CASH_OUT,372491.79,C71684687,0,0,C1004650706,499220.48,871712.27,UK mainland,UK mainland,0
1180,17,CASH_OUT,222508.94,C84407265,478974.96,256466.02,C1004775828,11667,234175.94,UK mainland,UK mainland,0
1181,17,CASH_OUT,416290.73,C1599431501,471,0,C1004865276,0,350281.25,UK mainland,UK mainland,0
1182,17,CASH_IN,62972.68,C368833885,15272,78244.68,C1004978773,408024.23,345051.54,UK mainland,UK mainland,0
1183,17,CASH_OUT,115733.2,C316820803,0,0,C1005272051,857586.49,1059243.36,UK mainland,UK mainland,0
1184,17,CASH_OUT,391348.85,C873566336,0,0,C1005272051,466237.63,857586.49,UK mainland,UK mainland,0
1185,17,CASH_OUT,85923.67,C880550472,0,0,C1005272051,973319.69,1059243.36,UK mainland,UK mainland,0
1186,17,CASH_OUT,59999.4,C1881258210,293774.66,233775.26,C1005294338,2908745.71,2968745.11,UK mainland,UK mainland,0
1187,17,CASH_OUT,145384.17,C485989124,210012.99,64628.81,C1005294338,3001148.64,2968745.11,UK mainland,UK mainland,0
1188,17,CASH_IN,200744.12,C1489306996,50357,251101.12,C1005354440,489982.37,289238.25,UK mainland,UK mainland,0
1189,17,CASH_OUT,63340.77,C987023417,47347.22,0,C1005354440,426641.6,489982.37,UK mainland,UK mainland,0
1190,17,CASH_IN,148102.2,C1696860152,10920991.71,11069093.91,C1005373489,256706.86,108604.66,UK mainland,UK mainland,0
1191,17,CASH_OUT,354524.23,C354038629,8664,0,C1005474028,1176555.56,1531079.79,UK mainland,UK mainland,0
1192,17,CASH_OUT,161733.08,C580009361,0,0,C1005474028,445332.32,1531079.79,UK mainland,UK mainland,0
1193,17,CASH_OUT,569490.16,C801237339,0,0,C1005474028,607065.4,1531079.79,UK mainland,UK mainland,0
1194,17,CASH_IN,47394.18,C1485513754,9917083.86,9964478.04,C1005641337,220194,172799.82,UK mainland,UK mainland,0
1195,17,CASH_IN,182613.69,C1591851930,381,182994.69,C1005652717,1870637.16,1688023.47,UK mainland,UK mainland,0
1196,17,CASH_OUT,103005.2,C52413757,0,0,C1005755165,3772392.63,3875397.84,UK mainland,UK mainland,0
1197,17,CASH_IN,167191.08,C793260306,10872,178063.08,C1005755165,3875397.84,3708206.75,UK mainland,UK mainland,0
1198,17,CASH_OUT,69182.7,C1407763503,0,0,C1005806543,358050,273142.36,UK mainland,UK mainland,0
1199,17,CASH_OUT,172962.55,C173394445,315,0,C10058268,0,172962.55,UK mainland,UK mainland,0
1200,17,CASH_OUT,236879.5,C1655758669,5077,0,C100586129,48737.45,285616.95,UK mainland,UK mainland,0
1201,17,CASH_IN,224089.26,C1673624735,4253054.11,4477143.37,C1005941472,4443999.52,4219910.26,UK mainland,UK mainland,0
1202,17,CASH_OUT,606061.85,C218748163,36189,0,C1005988960,444508.9,1050570.75,UK mainland,UK mainland,0
1203,17,CASH_IN,3219.96,C985473062,301559.59,304779.55,C100598955,34918,31698.04,UK mainland,UK mainland,0
1204,17,CASH_OUT,59919.42,C1842000524,0,0,C1006104964,292743.9,352663.32,UK mainland,UK mainland,0
1205,17,CASH_IN,368787.41,C2060287640,4658054.5,5026841.91,C1006104964,661531.31,352663.32,UK mainland,UK mainland,0
1206,17,CASH_OUT,269012.14,C2109318250,0,0,C1006106126,557219.12,826231.26,UK mainland,UK mainland,0
1207,17,CASH_OUT,264253.79,C824877745,0,0,C1006106126,292965.33,826231.26,UK mainland,UK mainland,0
1208,17,CASH_IN,589692.46,C1662092445,53456,643148.46,C1006106359,3797,0,UK mainland,UK mainland,0
1209,17,CASH_IN,303471.07,C737096617,7225183.48,7528654.56,C1006282753,334313.06,30841.99,UK mainland,UK mainland,0
1210,17,CASH_OUT,70665.83,C1665136578,212375.94,141710.12,C1006322944,105463.12,176128.94,UK mainland,UK mainland,0
1211,17,CASH_IN,167662.07,C371552183,11266,178928.07,C1006369920,0,0,UK mainland,UK mainland,0
1212,17,CASH_IN,231557.07,C349715274,866005.66,1097562.73,C1006419518,1175510.99,1148933.47,UK mainland,UK mainland,0
1213,17,CASH_OUT,204979.55,C940209528,51472,0,C1006419518,943953.92,1148933.47,UK mainland,UK mainland,0
1214,17,CASH_OUT,165221.31,C2064533815,0,0,C1006501329,610914.66,776135.97,UK mainland,UK mainland,0
1215,17,CASH_IN,331740.49,C663608362,134,331874.49,C100656256,451123.97,119383.49,UK mainland,UK mainland,0
1216,17,TRANSFER,194614.3,C1598285885,3029,0,C1006699871,41148,0,UK mainland,UK mainland,0
1217,17,CASH_OUT,210544.82,C323463982,0,0,C1006972813,697140.4,619186.92,UK mainland,UK mainland,0
1218,17,CASH_OUT,74443.04,C1555729937,0,0,C100711549,80186,154629.04,UK mainland,UK mainland,0
1219,17,CASH_IN,296404.6,C1452302679,51295,347699.6,C1007135217,598210.12,301805.51,UK mainland,UK mainland,0
1220,17,CASH_IN,29491.61,C1885688336,3070437.59,3099929.2,C1007135217,1247245.22,301805.51,UK mainland,UK mainland,0
1221,17,CASH_IN,492289.34,C547118809,2241344.43,2733633.76,C1007135217,1090499.45,301805.51,UK mainland,UK mainland,0
1222,17,CASH_IN,127254.15,C642721589,3405114.11,3532368.26,C1007135217,1217753.6,301805.51,UK mainland,UK mainland,0
1223,17,CASH_OUT,139014.32,C1399640283,0,0,C100723648,690245.28,829259.6,UK mainland,UK mainland,0
1224,17,CASH_IN,582569.98,C262395238,17157825.26,17740395.24,C100723648,829259.6,246689.62,UK mainland,UK mainland,0
1225,17,CASH_IN,86122.63,C1493720761,569962.33,656084.96,C1007286597,233822.08,147699.45,UK mainland,UK mainland,0
1226,17,CASH_IN,404666.6,C671571607,10353,415019.6,C1007513987,1650882.05,1246215.45,UK mainland,UK mainland,0
1227,17,TRANSFER,613604.95,C710702945,8290.45,0,C1007563181,1367960.93,1981565.88,UK mainland,UK mainland,0
1228,17,CASH_IN,108561.66,C607514596,1315957.26,1424518.92,C1008116068,381540.96,272979.3,UK mainland,UK mainland,0
1229,17,CASH_OUT,107487.29,C1934238596,9917,0,C1008205282,15977,0,UK mainland,UK mainland,0
1230,17,CASH_OUT,256259.59,C1687508605,1262182,1005922.41,C1008476766,294002.38,550261.97,UK mainland,UK mainland,0
1231,17,TRANSFER,436243.25,C817789736,0,0,C1008524294,632163.9,916158.17,UK mainland,Panama,0
1232,17,CASH_OUT,37219.2,C1494195477,0,0,C1008595177,372917.33,410136.54,UK mainland,Panama,0
1233,17,CASH_OUT,8330.24,C797851133,0,0,C1008927906,547717.58,556047.82,UK mainland,UK mainland,0
1234,17,CASH_OUT,42323.83,C1671827789,470272.18,427948.35,C1008976301,66093.51,108417.34,UK mainland,UK mainland,0
1235,17,CASH_OUT,16424.44,C173530708,31247,14822.56,C100901367,479572.74,495997.18,UK mainland,USA,0
1236,17,CASH_IN,367096.1,C99122998,271,367367.1,C100912952,812102.51,445006.42,UK mainland,USA,0
1237,17,CASH_IN,102036.5,C8434077,22099380.54,22201417.03,C1009226940,418921.52,316885.03,UK mainland,USA,0
1238,17,CASH_IN,386360.06,C2014983870,70111,456471.06,C1009241244,0,0,UK mainland,USA,0
1239,17,CASH_OUT,298332.95,C1796656532,61567.7,0,C1009335557,0,180382.37,UK mainland,USA,0
1240,17,CASH_OUT,208570.26,C1739526109,0,0,C1009424082,1126141.34,1334711.61,UK mainland,USA,0
1241,17,CASH_IN,401545.72,C321182352,10429218.24,10830763.96,C1009424082,1334711.61,942551.78,UK mainland,USA,0
1242,17,CASH_OUT,211643.63,C175099151,39298.45,0,C1009459055,325059,536702.63,UK mainland,USA,0
1243,17,CASH_OUT,169123.14,C1752911252,74610,0,C1009564356,0,169123.14,UK mainland,USA,0
1244,17,CASH_IN,29164.46,C605099179,4821623.28,4850787.74,C1009574362,516520.73,487356.27,UK mainland,USA,0
1245,17,CASH_OUT,60523.29,C946635628,0,0,C1009772923,3653347.69,3713870.98,UK mainland,USA,0
1246,17,CASH_IN,22431,C895546234,19215,41646,C1009893576,712203.01,652011.66,UK mainland,USA,0
1247,17,CASH_IN,172975.44,C2085408031,81879,254854.44,C1009900007,57708.02,0,UK mainland,USA,0
1248,17,TRANSFER,1639676.27,C15998296,1639676.27,0,C1652158314,0,0,UK mainland,BVI,1
1249,17,CASH_OUT,305627,C1600031018,305627,0,C1971951800,7699847.16,8005474.16,UK mainland,Panama,1
1250,17,CASH_OUT,1639676.27,C967691562,1639676.27,0,C2093967426,448954.92,2198318.48,UK mainland,Panama,1
1251,17,TRANSFER,305627,C1711670940,305627,0,C385061535,0,0,UK mainland,Panama,1
1252,17,CASH_OUT,195351.76,C268542581,195351.76,0,C504693752,156408.25,265841,UK mainland,Anguilla,1
1253,17,CASH_OUT,42062.82,C897869440,340830.43,298767.61,C616721459,398931.35,678419.64,UK mainland,T&T,1
1254,17,TRANSFER,195351.76,C1420261366,195351.76,0,C639808302,0,0,UK mainland,T&T,1
1255,18,CASH_OUT,227701.71,C1862300551,203,0,C1000015936,10043,440852.18,UK mainland,EU,0
1256,18,CASH_OUT,389920.46,C1721379500,0,0,C1000219612,573794.28,740470.22,UK mainland,EU,0
1257,18,CASH_IN,223244.51,C517277415,40648,263892.51,C1000219612,963714.73,740470.22,UK mainland,EU,0
1258,18,CASH_OUT,363769.27,C974433799,356862,0,C1000314808,0,363769.27,UK mainland,EU,0
1259,18,CASH_IN,136749.96,C799893079,1479868.71,1616618.68,C1000322805,380662.4,262393.26,UK mainland,EU,0
1260,18,TRANSFER,737462.22,C154529515,187388.45,0,C1000469870,3041105.29,2567446.55,UK mainland,EU,0
1261,18,CASH_OUT,88405.21,C376681573,15307.18,0,C1000574865,1026150.66,1114555.87,UK mainland,EU,0
1262,18,CASH_OUT,202065.34,C1498089216,4984,0,C1000621564,0,318154.52,UK mainland,EU,0
1263,18,CASH_OUT,172598.84,C2016049217,147394,0,C1000692331,0,172598.84,UK mainland,EU,0
1264,18,CASH_IN,10633.82,C656833851,6608090.43,6618724.24,C10007424,50943,495359.21,UK mainland,EU,0
1265,18,TRANSFER,174240.79,C1683571261,0,0,C1000841133,488961.54,759750.69,UK mainland,EU,0
1266,18,CASH_OUT,140686.57,C1778062504,0,0,C1001094043,3445648.66,3586335.23,UK mainland,EU,0
1267,18,CASH_IN,78300.31,C1417476897,20019,98319.31,C1001120910,40081.58,0,UK mainland,EU,0
1268,18,CASH_IN,86494.94,C716523953,2551,89045.94,C100112661,213372,229331.97,UK mainland,EU,0
1269,18,CASH_OUT,76662.56,C256296962,0,0,C1001309617,1921894.15,1998556.7,UK mainland,EU,0
1270,18,CASH_OUT,288856.17,C595674443,50011,0,C1001309908,0,288856.17,UK mainland,EU,0
1271,18,CASH_IN,124281.26,C211590507,129832,254113.26,C1001346724,25881,0,UK mainland,EU,0
1272,18,CASH_OUT,161895.56,C1663694428,229,0,C1001367899,3461950.89,3623846.45,UK mainland,EU,0
1273,18,CASH_IN,250313.84,C251216517,11418491.68,11668805.51,C1001367899,3690188.41,3669000.95,UK mainland,EU,0
1274,18,CASH_OUT,66341.96,C696339231,0,0,C1001367899,3623846.45,3669000.95,UK mainland,EU,0
1275,18,TRANSFER,2470.42,C1477784082,0,0,C1001382840,89628.73,92099.14,UK mainland,EU,0
1276,18,CASH_OUT,107981.46,C1565825205,0,0,C1001449890,2162182.76,2270164.22,UK mainland,EU,0
1277,18,CASH_IN,41386.6,C1751183569,2357039.95,2398426.55,C100145780,2238830,2282216.56,UK mainland,EU,0
1278,18,CASH_OUT,84773.16,C1970133905,0,0,C100145780,2197443.4,2282216.56,UK mainland,EU,0
1279,18,CASH_OUT,133130.19,C384029414,0,0,C10014594,156332.88,463766.49,UK mainland,EU,0
1280,18,CASH_OUT,245113.36,C1790236118,0,0,C100148341,5328009.34,5573122.7,UK mainland,EU,0
1281,18,CASH_OUT,191707.6,C1965022288,0,0,C100148341,5136301.74,5573122.7,UK mainland,EU,0
1282,18,CASH_OUT,37942.17,C1973730590,22704,0,C1001582807,86198.9,124141.07,UK mainland,EU,0
1283,18,TRANSFER,846953.22,C735715261,20343,0,C1001611622,4778811.27,5625764.49,UK mainland,EU,0
1284,18,CASH_OUT,111722.16,C1704424006,106128,0,C1001831525,356703.12,476086.28,UK mainland,EU,0
1285,18,TRANSFER,293754.16,C300346368,547,0,C1001831525,62948.96,476086.28,UK mainland,EU,0
1286,18,CASH_IN,91041.42,C1665543070,175275,266316.42,C1002002601,15136912.07,15632140.22,UK mainland,EU,0
1287,18,CASH_OUT,141616.92,C718148057,52490,0,C1002002601,14995295.15,15632140.22,UK mainland,EU,0
1288,18,CASH_OUT,255722.87,C1400128391,0,0,C1002088829,2254422.79,2510145.66,UK mainland,EU,0
1289,18,CASH_IN,348007.36,C2006667661,5554748.35,5902755.71,C1002088829,2510145.66,2162138.3,UK mainland,EU,0
1290,18,TRANSFER,196811.78,C487469106,53938,0,C1002290253,0,196811.78,UK mainland,EU,0
1291,18,CASH_OUT,11230.97,C585773304,0,0,C1002335651,2586161.27,2597392.24,UK mainland,EU,0
1292,18,CASH_IN,402025.95,C1699423054,20481553.79,20883579.74,C1002345753,475277.38,0,UK mainland,EU,0
1293,18,CASH_IN,136270.26,C530608455,465,136735.26,C1002345753,73251.43,0,UK mainland,EU,0
1294,18,CASH_IN,338933.79,C1745117432,2893082.54,3232016.33,C1002362253,941275.78,602341.99,UK mainland,EU,0
1295,18,CASH_OUT,270360.84,C905077963,0,0,C1002362253,602341.99,948389.05,UK mainland,EU,0
1296,18,CASH_OUT,107507.52,C1855039455,302186,194678.48,C1002371096,52686.75,160194.27,UK mainland,EU,0
1297,18,CASH_IN,254866.44,C21281886,6861226.4,7116092.84,C1002371096,307553.19,52686.75,UK mainland,EU,0
1298,18,CASH_OUT,210571.62,C1414304768,794358.74,583787.12,C1002407179,1743476.51,1658407.66,UK mainland,EU,0
1299,18,CASH_IN,295640.47,C1542869567,10579,306219.47,C1002407179,1954048.13,1658407.66,UK mainland,EU,0
1300,18,CASH_IN,26127.49,C1697292970,1322069.33,1348196.82,C1002415813,210918.18,41539.86,UK mainland,EU,0
1301,18,CASH_OUT,64591.18,C1817772196,10565,0,C1002415813,146327,41539.86,UK mainland,EU,0
1302,18,CASH_OUT,164144.07,C359606440,34097,0,C1002506485,0,0,UK mainland,EU,0
1303,18,CASH_OUT,261891.64,C1713293462,0,0,C1002545847,977170.64,1239062.29,UK mainland,EU,0
1304,18,CASH_OUT,63465.77,C2084164927,0,0,C1002545847,1239062.29,1594102.63,UK mainland,EU,0
1305,18,CASH_OUT,30820.13,C1798022775,5013,0,C1002647510,0,185756.36,UK mainland,EU,0
1306,18,CASH_OUT,8767.39,C1866212291,15139,6371.61,C1002746375,216924.59,225691.98,UK mainland,EU,0
1307,18,CASH_IN,173429.06,C1640465728,30270,203699.06,C1002768214,0,0,UK mainland,EU,0
1308,18,CASH_IN,305822.94,C796284332,10165,315987.94,C1002768214,0,0,UK mainland,EU,0
1309,18,CASH_OUT,120549.04,C191910036,264772.51,144223.48,C1002973288,1724246.77,1844795.8,UK mainland,EU,0
1310,18,CASH_IN,344110.82,C580421595,4616343.31,4960454.14,C1002973288,2068357.59,1724246.77,UK mainland,EU,0
1311,18,CASH_IN,406300.82,C1763605367,8971234.99,9377535.81,C1003009573,612399.69,158059.78,UK mainland,EU,0
1312,18,TRANSFER,119185.84,C1925359471,110,0,C1003092103,92492.96,211678.8,UK mainland,EU,0
1313,18,CASH_OUT,307994.08,C2069879342,0,0,C1003142967,623651.87,1009491.23,UK mainland,EU,0
1314,18,CASH_OUT,4125.9,C480561869,31398,27272.1,C1003142967,931645.96,1009491.23,UK mainland,EU,0
1315,18,CASH_OUT,191708.86,C815783660,52597,0,C1003142967,431943.02,1009491.23,UK mainland,EU,0
1316,18,CASH_OUT,325779.48,C301752409,3631,0,C1003376233,1470201.14,1795980.61,UK mainland,UK mainland,0
1317,18,CASH_OUT,366094.05,C1434601150,286570,0,C1003435655,1538697.41,1783532.89,UK mainland,UK mainland,0
1318,18,CASH_IN,121258.58,C536137338,184288.88,305547.46,C1003435655,1904791.46,1783532.89,UK mainland,UK mainland,0
1319,18,CASH_IN,12206.69,C1832892154,19711366.65,19723573.34,C1003614144,129265,117058.31,UK mainland,BVI,0
1320,18,CASH_IN,102981.86,C498477949,132047,235028.86,C1003653187,73988.34,0,UK mainland,UK mainland,0
1321,18,CASH_OUT,164295.21,C2122738336,0,0,C1003761391,1556915.3,1721210.51,UK mainland,UK mainland,0
1322,18,CASH_IN,95005.2,C509370422,3120627.67,3215632.86,C1003761391,1619483.57,1721210.51,UK mainland,UK mainland,0
1323,18,CASH_OUT,311030.18,C969872385,0,0,C1003761391,1308453.38,1619483.57,UK mainland,UK mainland,0
1324,18,CASH_IN,354120.83,C929865720,1015,355135.83,C1003762185,1179,0,UK mainland,UK mainland,0
1325,18,TRANSFER,879874.49,C294048478,8432,0,C100382342,389559.36,1503698.95,UK mainland,UK mainland,0
1326,18,CASH_OUT,544075.89,C376378815,0,0,C100382342,1269433.85,1503698.95,UK mainland,UK mainland,0
1327,18,CASH_OUT,165959.32,C705680882,3916,0,C1003839350,0,165959.32,UK mainland,UK mainland,0
1328,18,TRANSFER,380629.28,C1712259300,0,0,C1003871463,1342954.06,1519931.83,UK mainland,UK mainland,0
1329,18,CASH_OUT,150235.37,C1736408916,0,0,C1003871463,1484106.5,1519931.83,UK mainland,UK mainland,0
1330,18,CASH_IN,122714.51,C799817019,15664325.11,15787039.62,C1003872245,3639515.62,3637268.34,UK mainland,UK mainland,0
1331,18,TRANSFER,123858.58,C154512521,15757,0,C1003895753,148573.46,272432.04,UK mainland,UK mainland,0
1332,18,CASH_IN,120146.18,C256442515,9767551.2,9887697.38,C1004044328,6449610.97,6329464.8,UK mainland,UK mainland,0
1333,18,TRANSFER,1070794.94,C905206276,0,0,C1004044328,5378816.03,6329464.8,UK mainland,UK mainland,0
1334,18,CASH_IN,137801.22,C2064491439,3689624.47,3827425.69,C1004104157,2248518.74,2522741.95,UK mainland,UK mainland,0
1335,18,CASH_OUT,412024.43,C419572858,23877,0,C1004104157,2110717.52,2522741.95,UK mainland,UK mainland,0
1336,18,CASH_OUT,318342.78,C1710686054,52040,0,C1004330633,1870420.95,2188763.74,UK mainland,UK mainland,0
1337,18,CASH_OUT,2045.89,C1850923909,0,0,C1004495196,769904,771949.9,UK mainland,UK mainland,0
1338,18,CASH_IN,158087.95,C593144060,2418083.91,2576171.86,C1004495196,927991.96,771949.9,UK mainland,UK mainland,0
1339,18,CASH_OUT,193910.28,C538984870,0,0,C1004513120,1472036.31,1665946.59,UK mainland,UK mainland,0
1340,18,CASH_OUT,104502.87,C892002703,6449,0,C1004583123,480418.79,584921.67,UK mainland,UK mainland,0
1341,18,CASH_OUT,70382.12,C1556604852,0,0,C1004650706,889110.9,935934.47,UK mainland,UK mainland,0
1342,18,CASH_OUT,17398.63,C853829879,114,0,C1004650706,871712.27,935934.47,UK mainland,UK mainland,0
1343,18,CASH_IN,66009.48,C1923909220,2420507.02,2486516.5,C1004865276,416290.73,350281.25,UK mainland,UK mainland,0
1344,18,CASH_IN,174502.35,C587065286,12431382.37,12605884.72,C1004865276,462973.26,288470.92,UK mainland,UK mainland,0
1345,18,CASH_OUT,112692.01,C900197202,0,0,C1004865276,350281.25,288470.92,UK mainland,UK mainland,0
1346,18,CASH_OUT,226163.09,C1698651145,150783,0,C1004962268,1071374.4,1297537.49,UK mainland,UK mainland,0
1347,18,CASH_OUT,131060.99,C252734750,0,0,C1004978773,345051.54,476112.53,UK mainland,UK mainland,0
1348,18,CASH_OUT,101355,C71731157,702,0,C1005144313,11599,154853.96,UK mainland,UK mainland,0
1349,18,CASH_OUT,58346.57,C354508513,0,0,C1005190977,644387.11,702733.68,UK mainland,UK mainland,0
1350,18,CASH_IN,210496.8,C758359621,4074429.18,4284925.98,C1005243179,1394233.29,1184008.75,UK mainland,UK mainland,0
1351,18,CASH_OUT,254762.45,C2122375360,21028,0,C1005261002,7205297.93,7460060.38,UK mainland,UK mainland,0
1352,18,CASH_OUT,160674.58,C1964045326,0,0,C1005294338,2968745.11,3427126.42,UK mainland,UK mainland,0
1353,18,CASH_IN,211393.91,C267350954,4490920.82,4702314.73,C10053493,502683.37,401310.73,UK mainland,UK mainland,0
1354,18,CASH_OUT,194526.16,C707096468,0,0,C1005354440,289238.25,220719.95,UK mainland,UK mainland,0
1355,18,CASH_IN,253293.2,C843691,10947,264240.2,C1005373489,108604.66,0,UK mainland,UK mainland,0
1356,18,CASH_IN,135340.56,C523728354,36500,171840.56,C1005641337,7642381.39,7507040.83,UK mainland,UK mainland,0
1357,18,TRANSFER,1359733.09,C430857331,0,0,C1005652717,1688023.47,3047756.55,UK mainland,UK mainland,0
1358,18,CASH_OUT,206784.94,C1481267618,19920,0,C100568242,2276078.72,2247737.02,UK mainland,UK mainland,0
1359,18,CASH_IN,235126.64,C600223983,1316,236442.64,C100568242,2482863.66,2247737.02,UK mainland,UK mainland,0
1360,18,TRANSFER,643730.86,C971988645,221,0,C100568242,1632347.86,2276078.72,UK mainland,UK mainland,0
1361,18,TRANSFER,713697.27,C1782173839,0,0,C1005747091,1441809.26,2155506.53,UK mainland,UK mainland,0
1362,18,CASH_OUT,232049.99,C2007777099,79274.77,0,C10058268,343717.75,575767.74,UK mainland,UK mainland,0
1363,18,CASH_OUT,170755.2,C649286740,0,0,C10058268,172962.55,575767.74,UK mainland,UK mainland,0
1364,18,CASH_IN,6888.13,C1830158413,18075858.74,18082746.86,C1005856130,455425.12,448536.99,UK mainland,UK mainland,0
1365,18,CASH_IN,319675.44,C897595113,2722156.01,3041831.45,C1005856130,702775.3,511402.42,UK mainland,UK mainland,0
1366,18,CASH_OUT,100927.06,C181966108,14509,0,C100586129,285616.95,386544.01,UK mainland,UK mainland,0
1367,18,CASH_OUT,419578.83,C717109380,0,0,C1005941472,4219910.26,4639489.09,UK mainland,UK mainland,0
1368,18,CASH_OUT,215488.92,C822883465,41523,0,C1005988960,826157.74,1830660.49,UK mainland,UK mainland,0
1369,18,CASH_OUT,76496.39,C1842740991,20321,0,C1006023490,222,5165875.39,UK mainland,UK mainland,0
1370,18,TRANSFER,360457.05,C985085068,2920,0,C1006023490,76718.39,5165875.39,UK mainland,UK mainland,0
1371,18,CASH_IN,52268.67,C1474950814,1764207.62,1816476.29,C1006104964,352663.32,173281.96,UK mainland,UK mainland,0
1372,18,CASH_IN,127112.69,C58673767,1869530.31,1996642.99,C1006104964,300394.65,173281.96,UK mainland,UK mainland,0
1373,18,CASH_OUT,263093.32,C1444751420,0,0,C1006106126,826231.26,1099049.8,UK mainland,UK mainland,0
1374,18,CASH_OUT,136640.5,C2062406706,214,0,C1006196514,250728.33,387368.82,UK mainland,UK mainland,0
1375,18,CASH_OUT,97487.89,C1821791197,31341,0,C1006207313,0,132433.37,UK mainland,UK mainland,0
1376,18,CASH_OUT,4567.86,C886809796,1038095.79,1033527.94,C1006221787,0,4567.86,UK mainland,UK mainland,0
1377,18,CASH_IN,170659.06,C2141823208,6253486.85,6424145.91,C1006310562,174287.13,3628.07,UK mainland,UK mainland,0
1378,18,CASH_OUT,151846.41,C317950622,45099,0,C1006322944,345363.35,386997.34,UK mainland,UK mainland,0
1379,18,TRANSFER,169234.4,C860356462,0,0,C1006322944,176128.94,386997.34,UK mainland,UK mainland,0
1380,18,CASH_OUT,58434.95,C198580811,140892.7,82457.75,C1006419518,1148933.47,1334494.21,UK mainland,UK mainland,0
1381,18,CASH_OUT,554637.18,C52581683,0,0,C1006501329,776135.97,1283712.24,UK mainland,UK mainland,0
1382,18,CASH_OUT,45912.03,C1509832221,0,0,C100656256,119383.49,165295.51,UK mainland,UK mainland,0
1383,18,CASH_IN,263382.36,C747987284,1078,264460.36,C10066249,0,0,UK mainland,UK mainland,0
1384,18,CASH_OUT,194559.27,C1463517320,0,0,C1006972813,893241.04,1087800.31,UK mainland,UK mainland,0
1385,18,CASH_OUT,274054.12,C1510112263,0,0,C1006972813,619186.92,1087800.31,UK mainland,UK mainland,0
1386,18,CASH_IN,288498.3,C272497068,24165887.18,24454385.48,C1006972813,907685.22,619186.92,UK mainland,UK mainland,0
1387,18,CASH_OUT,368341.75,C785755296,70140,0,C1007010891,0,1317664.84,UK mainland,UK mainland,0
1388,18,CASH_OUT,252152.93,C265000092,11662,0,C100711549,0,252152.93,UK mainland,UK mainland,0
1389,18,CASH_OUT,76861.48,C2038442180,0,0,C1007135217,301805.51,411509.81,UK mainland,UK mainland,0
1390,18,CASH_OUT,242430.77,C23433457,0,0,C100723648,246689.62,730726.24,UK mainland,UK mainland,0
1391,18,CASH_OUT,241605.85,C502236866,114,0,C100723648,489120.39,730726.24,UK mainland,UK mainland,0
1392,18,CASH_OUT,140831.66,C1570439072,0,0,C1007251739,170887.97,161257.92,UK mainland,UK mainland,0
1393,18,CASH_OUT,270921.82,C2005458317,22352,0,C1007286597,147699.45,418621.27,UK mainland,UK mainland,0
1394,18,CASH_OUT,50571.9,C376006059,0,0,C1007392323,3899416.42,4502766,UK mainland,UK mainland,0
1395,18,TRANSFER,552777.69,C444924959,0,0,C1007392323,3949988.32,4502766,UK mainland,UK mainland,0
1396,18,CASH_IN,61855.21,C667598910,373310,435165.21,C1007704214,0,0,UK mainland,UK mainland,0
1397,18,CASH_OUT,352827.68,C882867129,72789,0,C1007717381,6113052.06,6465879.74,UK mainland,UK mainland,0
1398,18,CASH_IN,70045.49,C370651061,7021,77066.49,C1007965002,0,0,UK mainland,Fiji,0
1399,18,CASH_OUT,181103.13,C1852983944,4184,0,C1008012451,1043185.56,1224288.68,UK mainland,Fiji,0
1400,18,TRANSFER,445984.86,C2020379480,0,0,C1008012451,597200.69,1224288.68,UK mainland,UK mainland,0
1401,18,CASH_OUT,125945.39,C842795671,78153,0,C1008205282,0,125945.39,UK mainland,UK mainland,0
1402,18,CASH_OUT,176439.51,C788570322,0,0,C100834737,637873.53,614056.63,UK mainland,UK mainland,0
1403,18,CASH_OUT,46569.32,C1947766000,30882,0,C1008382913,1082271.87,1128841.19,UK mainland,UK mainland,0
1404,18,TRANSFER,233993.81,C168089662,6452,0,C1008476766,929390.92,1163384.73,UK mainland,UK mainland,0
1405,18,CASH_IN,152248.99,C359487448,3354326.96,3506575.95,C1008524294,1068407.15,916158.17,UK mainland,Panama,0
1406,18,CASH_OUT,185664.71,C675753718,454064.65,268399.94,C1008524294,916158.17,1346003.77,UK mainland,Panama,0
1407,18,CASH_OUT,244180.9,C988179568,0,0,C1008524294,1101822.87,1346003.77,UK mainland,Panama,0
1408,18,CASH_IN,92649.66,C502669640,18957,111606.66,C1008577020,1259,0,UK mainland,Panama,0
